name,author,description,price,discountRate,publicationDate,rating,category,img
Cracking the Coding Interview,Gayle Laakmann McDowell,"Gayle Laakmann McDowell’s guide to preparing for technical interviews in the software industry. It includes a wide range of coding problems, solutions, and strategies for approaching technical interviews.",33.99,5,09/20/2024,4,Computing,https://i.postimg.cc/66fG1WnG/0000007.jpg
The Internet is a Playground,David Thorne,"A collection of humorous and insightful essays by David Thorne, known for his witty online presence. The book reflects on various aspects of internet culture and digital communication.",15.09,15,09/20/2024,5,Computing,https://i.postimg.cc/dtQZbbjN/0000008.jpg
DanTDM: Trayaurus and the Enchanted Crystal,DanTDM,"A book based on the popular YouTube personality DanTDM, featuring a Minecraft adventure. It combines gaming with storytelling, targeting fans of the gaming genre and DanTDM’s channel.",14.93,20,09/20/2024,4,Computing,https://i.postimg.cc/7YBJwKBH/0000009.jpg
Life 3.0,Max Tegmark,Max Tegmark’s exploration of the future of artificial intelligence and its potential impact on society. The book discusses various scenarios for the development of AI and the implications for humanity.,10.0,10,09/20/2024,2,Computing,https://i.postimg.cc/CK8RCSw5/0000010.jpg
Alan Turing: The Enigma,Andrew Hodges,"Andrew Hodges’ biography of Alan Turing, the mathematician and computer scientist who played a crucial role in breaking the Enigma code during World War II. The book provides an in-depth look at Turing’s life, work, and contributions to computing.",13.41,8,09/20/2024,,Computing,https://i.postimg.cc/L8wqZnKG/0000011.jpg
The Pragmatic Programmer,Andrew Hunt,"Andrew Hunt and David Thomas’s influential book offering practical advice and best practices for software development. It covers a wide range of topics, from coding techniques to career development, aiming to help programmers become more effective and adaptable.",29.21,5,09/20/2024,,Computing,https://i.postimg.cc/x1cJCL7K/0000012.jpg
Weapons of Math Destruction,Cathy O'neil,"Cathy O’Neil’s examination of the harmful impact of big data and algorithms on society. The book explores how mathematical models can perpetuate inequality and injustice, and calls for greater scrutiny and regulation.",9.53,15,09/20/2024,,Computing,https://i.postimg.cc/DZK8BHzg/0000013.jpg
Digital Minimalism,Cal Newport,"Cal Newport’s guide to reducing digital distractions and reclaiming focus. The book offers strategies for adopting a minimalist approach to technology use, emphasizing the importance of intentional and meaningful digital engagement.",14.58,20,09/20/2024,,Computing,https://i.postimg.cc/G2J9NK81/0000014.jpg
HTML and CSS,Jon Duckett,"Jon Duckett’s visually engaging guide to HTML and CSS. It provides a clear, easy-to-follow introduction to web design and development, with practical examples and illustrations.",22.68,,09/20/2024,,Computing,https://i.postimg.cc/kGJDdSKR/0000015.jpg
Clean Architecture,Robert C. Martin,"Robert C. Martin’s follow-up to ""Clean Code,"" focusing on the principles of designing scalable and maintainable software architectures. It covers topics such as component cohesion, dependency management, and architectural patterns.",23.53,,09/20/2024,,Computing,https://i.postimg.cc/sxTxf246/0000016.jpg
Design Patterns,Erich Gamma,"Erich Gamma, Richard Helm, Ralph Johnson, and John Vlissides’ classic book on design patterns in software engineering. It introduces common solutions to recurring design problems, helping developers create more reusable and flexible code.",39.16,,09/20/2024,,Computing,https://i.postimg.cc/7P9fnBr3/0000017.jpg
The Clean Coder,Robert C. Martin,"Robert C. Martin’s companion to ""Clean Code,"" focusing on the professional responsibilities of a software developer. It covers topics like time management, communication, and ethical considerations in software development.",23.02,,09/20/2024,,Computing,https://i.postimg.cc/BQvtYxJd/0000018.jpg
World Of Warcraft: Chronicle Volume 1,Blizzard,"A book providing a detailed lore and history of the ""World of Warcraft"" universe. It explores the backstory of the game’s world and characters, offering fans an in-depth look at the game's mythology.",25.77,,09/20/2024,,Computing,https://i.postimg.cc/MKrHhvTX/0000019.jpg
Hands-On Machine Learning with Scikit-Learn and TensorFlow,Aurelien Geron,"Aurélien Géron’s practical guide to machine learning using Python. It covers techniques and tools for building machine learning models, including hands-on examples using Scikit-Learn and TensorFlow.",30.53,,09/20/2024,,Computing,https://i.postimg.cc/mgvDgJ7s/0000020.jpg
Code Complete,Steve McConnell,"Steve McConnell’s comprehensive guide to software construction. It provides best practices for writing high-quality code, including topics such as code structure, debugging, and testing.",36.61,,09/20/2024,5,Computing,https://i.postimg.cc/DwJ0FnJ6/0000021.jpg
Head First Design Patterns,Eric Freeman,Eric Freeman and Bert Bates’ introduction to design patterns using a visually engaging and interactive approach. The book covers fundamental design patterns in software engineering and demonstrates how to apply them in real-world scenarios.,43.77,,09/20/2024,4,Computing,https://i.postimg.cc/bv1vDgR2/0000022.jpg
Never Eat Alone,Keith Ferrazzi,Keith Ferrazzi’s guide to networking and building professional relationships. The book emphasizes the importance of connecting with others and offers strategies for creating and nurturing valuable connections.,10.74,,09/20/2024,2,Computing,https://i.postimg.cc/xCY1Kmsp/0000023.jpg
The Shallows,Nicholas Carr,"Nicholas Carr’s exploration of how the internet and digital technology affect our cognitive abilities. The book examines the impact of technology on attention, memory, and critical thinking.",11.55,,09/20/2024,3,Computing,https://i.postimg.cc/6305zQgW/0000024.jpg
Discovering Statistics Using IBM SPSS Statistics,Andy Field,Andy Field’s guide to using SPSS software for statistical analysis. It covers a range of statistical techniques and includes practical examples and exercises to help users apply statistical methods effectively.,85.32,,09/20/2024,1,Computing,https://i.postimg.cc/XqYNPb6w/0000025.jpg
Designing Data-Intensive Applications,Martin Kleppmann,"Martin Kleppmann’s book on designing and building applications that handle large volumes of data. It covers topics such as data storage, data processing, and system architecture for data-intensive applications.",40.15,,09/20/2024,5,Computing,https://i.postimg.cc/sxHfdN3b/0000026.jpg
SPSS Survival Manual,Julie Pallant,Julie Pallant’s practical guide to using SPSS software for statistical analysis. It provides step-by-step instructions and explanations for conducting various statistical tests and interpreting the results.,42.6,,09/20/2024,2,Computing,https://i.postimg.cc/ZYw5dC6j/0000027.jpg
Code,Charles Petzold,"Charles Petzold’s introduction to computer programming and the principles of computing. The book explores the history and fundamentals of coding, from binary numbers to modern programming languages.",18.83,,09/20/2024,4,Computing,https://i.postimg.cc/BQtQc4g3/0000028.jpg
JavaScript: The Good Parts,Douglas Crockford,"Douglas Crockford’s influential book on JavaScript, focusing on the language’s best features and practices. It provides insights into writing efficient and effective JavaScript code.",19.36,,09/20/2024,5,Computing,https://i.postimg.cc/ZKgYw27d/0000029.jpg
Automate The Boring Stuff With Python,Al Sweigart,"Al Sweigart’s practical guide to automating repetitive tasks using Python. The book covers various automation techniques, including web scraping, file manipulation, and more.",22.56,,09/20/2024,,Computing,https://i.postimg.cc/QdT8wmwn/0000030.jpg
R for Data Science,Garrett Grolemund,"Hadley Wickham and Garrett Grolemund’s introduction to data science using R programming. It provides a comprehensive guide to data manipulation, visualization, and analysis using the R language.",25.44,,09/20/2024,,Computing,https://i.postimg.cc/W4m2b32G/0000031.jpg
World Of Warcraft Chronicle Volume 2,Blizzard Entertainment,"The second volume in the ""World of Warcraft Chronicle"" series, providing additional lore and history of the game’s universe. It continues to explore the backstory and mythology of the ""World of Warcraft"" world.",33.66,,09/20/2024,,Computing,https://i.postimg.cc/sXV3BrXt/0000032.jpg
The Mythical Man-Month,Frederick P. Brooks Jr.,Frederick P. Brooks Jr.’s classic work on software project management. The book discusses the challenges of managing large software projects and introduces the concept that adding more manpower to a late project only makes it later.,30.67,,09/20/2024,,Computing,https://i.postimg.cc/KzJxBH34/0000033.jpg
Algorithms to Live By,Brian Christian,"Brian Christian’s exploration of algorithms and their application to everyday life. The book covers various algorithms and their practical uses in decision-making, problem-solving, and optimizing daily tasks.",10.68,,09/20/2024,,Computing,https://i.postimg.cc/gjjdDH3s/0000034.jpg
This is Service Design Doing,Adam Lawrence,"Marc Stickdorn, Adam Lawrence, and others’ guide to service design. It provides practical methods and tools for designing and improving services, emphasizing hands-on approaches and real-world examples.",24.67,,09/20/2024,5,Computing,https://i.postimg.cc/WzyVfqnv/0000035.jpg
All Marketers are Liars,Seth Godin,Seth Godin’s exploration of marketing and storytelling. The book argues that effective marketing involves creating and communicating compelling stories that resonate with customers.,12.64,,09/20/2024,4,Computing,https://i.postimg.cc/KcpmYCyH/0000036.jpg
"Blood, Sweat, and Pixels",Jason Schreier,Jason Schreier’s behind-the-scenes look at the development of video games. The book provides insights into the challenges and triumphs faced by game developers and the stories behind some of the industry’s biggest hits.,10.71,,09/20/2024,2,Computing,https://i.postimg.cc/5NHbQp4N/0000037.jpg
The Master Algorithm,Pedro Domingos,Pedro Domingos’ exploration of machine learning and algorithms. The book discusses the quest for a unified algorithm that can solve any problem and provides insights into the future of artificial intelligence.,8.51,,09/20/2024,3,Computing,https://i.postimg.cc/X7T3fFqK/0000038.jpg
Head First Java,Kathy Sierra,"Kathy Sierra and Bert Bates’ engaging introduction to Java programming. The book uses a visually rich format to teach Java concepts, with interactive exercises and practical examples.",35.56,,09/20/2024,1,Computing,https://i.postimg.cc/W1gVX3qB/0000039.jpg
Deep Learning,Yoshua Bengio,"Ian Goodfellow, Yoshua Bengio, and Aaron Courville’s comprehensive guide to deep learning. It covers the theoretical foundations and practical applications of deep learning techniques, including neural networks and machine learning models.",65.63,5,09/20/2024,5,Computing,https://i.postimg.cc/5tJVGVw6/0000040.jpg
Enchanted Forest,Johanna Basford,A coloring book by Johanna Basford featuring intricate forest scenes and magical creatures. It's designed to provide relaxation and creative expression through detailed illustrations.,12.23,15,09/20/2024,2,Crafts-Hobbies,https://i.postimg.cc/XYzjDhs5/0000001.jpg
Harry Potter Colouring Book,J. K. Rowling,"A coloring book featuring artwork and scenes from the Harry Potter series. It includes illustrations of characters, magical creatures, and iconic locations from the Wizarding World.",9.52,20,09/20/2024,4,Crafts-Hobbies,https://i.postimg.cc/rwmyjcNc/0000002.jpg
Dungeons & Dragons Player's Handbook (Dungeons & Dragons Core Rulebooks),Wizards of the Coast,"A comprehensive guide for players of Dungeons & Dragons, detailing character creation, abilities, spells, and rules for gameplay. Essential for anyone participating in the tabletop RPG.",31.94,10,09/20/2024,5,Crafts-Hobbies,https://i.postimg.cc/KvQvt4LJ/0000003.jpg
The Mindfulness Colouring Book,Emma Farrarons,A coloring book designed to promote relaxation and mindfulness. It includes patterns and designs aimed at reducing stress and fostering a calm state of mind.,6.8,8,09/20/2024,,Crafts-Hobbies,https://i.postimg.cc/3NYYvHxs/0000004.jpg
One Line a Day,Chronicle Books,"A daily journal that prompts users to write a single line each day for five years. It’s a way to capture memories, reflections, and thoughts over an extended period.",9.65,5,09/20/2024,,Crafts-Hobbies,https://i.postimg.cc/QMK8Lbzy/0000005.jpg
Millie Marotta's Animal Kingdom,Millie Marotta,A coloring book by Millie Marotta featuring detailed illustrations of animals from around the world. It offers an intricate and relaxing coloring experience.,11.6,15,09/20/2024,,Crafts-Hobbies,https://i.postimg.cc/3Rg3NwYj/0000006.jpg
Dungeon Master's Guide (Dungeons & Dragons Core Rulebooks),Wizards of the Coast,"A guide for Dungeon Masters in Dungeons & Dragons, providing tools and advice for creating and managing adventures, as well as running campaigns effectively.",32.9,20,09/20/2024,,Crafts-Hobbies,https://i.postimg.cc/Y9cptFKq/0000007.jpg
52 Things to Do While You Poo,Hugh Jassburn,"A humorous book offering fun and entertaining activities for bathroom breaks. It includes puzzles, quizzes, and trivia to make use of idle time.",7.93,10,09/20/2024,,Crafts-Hobbies,https://i.postimg.cc/Vvg19HSd/0000008.jpg
Monster Manual: A Dungeons & Dragons Core Rulebook,Wizards of the Coast,A reference book for Dungeons & Dragons containing detailed descriptions and stats for various monsters. It’s used by Dungeon Masters to incorporate creatures into their campaigns.,32.44,8,09/20/2024,,Crafts-Hobbies,https://i.postimg.cc/fWfwhkHD/0000009.jpg
How to Draw Anything,Mark Linley,"A drawing guide that provides step-by-step instructions for creating a wide range of subjects. It covers techniques for drawing various objects, animals, and people.",5.26,5,09/20/2024,,Crafts-Hobbies,https://i.postimg.cc/RVCvC98f/0000010.jpg
Star Wars Origami,Chris Alexander,"An origami book featuring instructions for creating Star Wars-themed paper models. It includes designs for characters, ships, and other iconic elements from the franchise.",13.07,15,09/20/2024,,Crafts-Hobbies,https://i.postimg.cc/m2dBtJfn/0000011.jpg
"200 Crochet Blocks for Blankets, Throws and Afghans",Jan Eaton,"A crochet pattern book offering 200 different block designs for creating blankets, throws, and afghans. It provides detailed instructions and patterns for each block.",13.12,20,09/20/2024,,Crafts-Hobbies,https://i.postimg.cc/L59FsByR/0000012.jpg
100 Flowers to Knit & Crochet,Lesley Stanfield,"A book with patterns for knitting and crocheting 100 different flower designs. It includes instructions for making a variety of flower types, suitable for embellishments and decorations.",12.65,10,09/20/2024,,Crafts-Hobbies,https://i.postimg.cc/t4YyPk94/0000013.jpg
Animorphia,Kerby Rosanes,A coloring book by Kerby Rosanes featuring intricate animal-themed illustrations. It combines detailed line art with whimsical and imaginative designs.,10.28,8,09/20/2024,5,Crafts-Hobbies,https://i.postimg.cc/pL4vBjdY/0000014.jpg
Millie Marotta's Tropical Wonderland,Millie Marotta,"Another coloring book by Millie Marotta, this one focusing on tropical flora and fauna. It offers intricate illustrations inspired by tropical environments.",11.6,,09/20/2024,4,Crafts-Hobbies,https://i.postimg.cc/HLMgvLcG/0000015.jpg
Lost Ocean,Johanna Basford,A coloring book by Johanna Basford filled with underwater scenes and ocean-themed illustrations. It’s designed for relaxation and creative expression through detailed marine imagery.,12.39,,09/20/2024,2,Crafts-Hobbies,https://i.postimg.cc/ZRhhGhpW/0000016.jpg
Release Your Anger: Midnight Edition: An Adult Coloring Book with 40 Swear Words to Color and Relax,James Alexander,An adult coloring book featuring swear words and humorous phrases. It’s intended as a stress-relief tool with a mix of coloring and comedic elements.,9.45,,09/20/2024,3,Crafts-Hobbies,https://i.postimg.cc/9MtjVNYJ/0000017.jpg
How To Be Parisian,Anne Berest,"A guide to Parisian style and lifestyle, offering insights into fashion, culture, and the art of living like a Parisian. It combines practical advice with humorous observations.",18.49,,09/20/2024,1,Crafts-Hobbies,https://i.postimg.cc/yxL43g5R/0000018.jpg
Colour and Light,James Gurney,A book exploring the principles of color and light in art and design. It covers how to use color effectively and create compelling visual compositions.,17.69,,09/20/2024,5,Crafts-Hobbies,https://i.postimg.cc/jqcrFm5j/0000019.jpg
It,Alexa Chung,Stephen King’s horror novel about a group of children who confront a malevolent entity that preys on their fears. Known for its psychological depth and chilling narrative.,19.72,,09/20/2024,2,Crafts-Hobbies,https://i.postimg.cc/zXf1Z7bF/0000020.jpg
How to Draw Almost Everything,Chika Miyata,"A drawing guide that provides instructions for drawing a wide variety of subjects. It includes step-by-step tutorials for creating common objects, animals, and characters.",11.91,,09/20/2024,4,Crafts-Hobbies,https://i.postimg.cc/15Y19FDh/0000021.jpg
Edward's Menagerie,Kerry Lord,"A crochet pattern book by Kerry Lord, featuring patterns for creating a range of animal toys. It provides detailed instructions for making various animals with a personal touch.",15.33,,09/20/2024,5,Crafts-Hobbies,https://i.postimg.cc/13nh4zKg/0000022.jpg
Volo's Guide To Monsters,Kim Mohan,A Dungeons & Dragons supplement that expands on the lore and mechanics of monsters in the game. It includes new creatures and information for Dungeon Masters.,30.45,,09/20/2024,4,Crafts-Hobbies,https://i.postimg.cc/jSpVfr8M/0000023.jpg
Really RELAXING Colouring Book 6,Elizabeth James,A coloring book designed to provide relaxation through simple and calming illustrations. It focuses on easy-to-color patterns and designs to help reduce stress.,8.28,,09/20/2024,,Crafts-Hobbies,https://i.postimg.cc/VNnxBHpm/0000024.jpg
Wall and Piece,"""Banksy""",A book by Banksy showcasing the renowned street artist’s works and murals. It features photographs and commentary on Banksy’s art and social commentary.,18.69,,09/20/2024,,Crafts-Hobbies,https://i.postimg.cc/qqbSvfhX/0000025.jpg
Norwegian Wood,Lars Mytting,"Haruki Murakami’s novel about love, loss, and coming of age. It tells the story of a young man reflecting on his past relationships and experiences.",16.96,,09/20/2024,,Crafts-Hobbies,https://i.postimg.cc/QtDR6JZ5/0000026.jpg
Harry Potter Magical Creatures Colouring Book,,A coloring book featuring magical creatures from the Harry Potter series. It includes illustrations of various fantastical beings from the Wizarding World.,9.54,,09/20/2024,,Crafts-Hobbies,https://i.postimg.cc/YqPTcHwt/0000027.jpg
Dungeons & Dragons Starter Box,Wizards RPG Team,"A beginner-friendly set for new players of Dungeons & Dragons. It includes simplified rules, character sheets, and an introductory adventure to help new players get started.",15.63,,09/20/2024,,Crafts-Hobbies,https://i.postimg.cc/d19ggZJf/0000028.jpg
The Little Book of Lykke,Meik Wiking,Meik Wiking’s exploration of happiness and well-being. It provides insights into what makes people happy and offers practical advice for increasing personal happiness.,11.58,,09/20/2024,,Crafts-Hobbies,https://i.postimg.cc/MHKgwZTp/0000029.jpg
Art Therapy,Richard Merritt,A book focused on using art as a therapeutic tool for mental well-being. It includes activities and exercises designed to promote relaxation and self-expression through art.,15.51,,09/20/2024,,Crafts-Hobbies,https://i.postimg.cc/fTy1gbpH/0000030.jpg
Drawing on the Right Side of the Brain,Betty Edwards,Betty Edwards’ classic guide to improving drawing skills through understanding how the brain processes visual information. It provides exercises and techniques for enhancing artistic abilities.,17.39,,09/20/2024,,Crafts-Hobbies,https://i.postimg.cc/QN0Rb749/0000031.jpg
Selected Poems of Rumi,Jalalu'L-Din   Rumi,"A collection of poems by the Persian poet Rumi, known for his mystical and spiritual verses. It offers insights into Rumi’s reflections on love, spirituality, and the human experience.",04.03,,09/20/2024,,Crafts-Hobbies,https://i.postimg.cc/K8gwxHZB/0000032.jpg
Creative Lettering and Beyond,Gabri Joy Kirkendall,A guide to creative lettering techniques and projects. It covers various styles and methods for creating decorative and expressive lettering for art and design.,13.77,5,09/20/2024,,Crafts-Hobbies,https://i.postimg.cc/jj095459/0000033.jpg
100 Modern Quilt Blocks,Tula Pink,A quilting book featuring 100 different quilt block patterns. It provides instructions and inspiration for creating modern quilt designs.,18.04,15,09/20/2024,,Crafts-Hobbies,https://i.postimg.cc/JhNFBHHh/0000034.jpg
Understanding Comics,Scott McCloud,"Scott McCloud’s exploration of the art and theory of comics. The book examines how comics work as a medium, including their visual and narrative techniques.",16.35,20,09/20/2024,,Crafts-Hobbies,https://i.postimg.cc/pTP6QVKJ/0000035.jpg
The 1000 Dot-to-Dot Book: Cityscapes,THOMAS PAVITTE,A dot-to-dot activity book featuring detailed cityscape illustrations. It offers a relaxing and engaging way to create complex images by connecting dots.,09.03,10,09/20/2024,,Crafts-Hobbies,https://i.postimg.cc/xCgF6rRD/0000036.jpg
Ultimate Sashiko Sourcebook,Susan Briscoe,"A comprehensive guide to sashiko, a traditional Japanese embroidery technique. It includes patterns, techniques, and history of sashiko stitching.",15.48,8,09/20/2024,,Crafts-Hobbies,https://i.postimg.cc/FFWBc4z0/0000037.jpg
Around the Corner Crochet Borders,Edie Eckman,A crochet book by Edie Eckman focusing on creating decorative borders for various projects. It provides patterns and techniques for adding stylish edges to crochet items.,14.29,5,09/20/2024,,Crafts-Hobbies,https://i.postimg.cc/D0ZpDCjW/0000038.jpg
Beyond the Square Crochet Motifs,Edie Eckman,Edie Eckman’s book on creating crochet motifs. It offers patterns and instructions for making a variety of crochet motifs that can be used in various projects.,14.72,15,09/20/2024,,Crafts-Hobbies,https://i.postimg.cc/3NcfHgVt/0000039.jpg
Man's Search For Meaning,Viktor E. Frankl,"Viktor Frankl's memoir detailing his experiences as a Holocaust survivor and his psychological approach to finding meaning in life, even amidst suffering.",9.66,20,09/20/2024,,Crime-Thriller,https://i.postimg.cc/7YB4XFR1/0000002.jpg
Animal Farm,George Orwell,"George Orwell's allegorical novella depicting a group of farm animals who revolt against their human farmer, only to face a new tyranny under their own leadership.",7.98,10,09/20/2024,,Crime-Thriller,https://i.postimg.cc/XYmb6w4p/0000003.jpg
The Husband's Secret,Liane Moriarty,"Liane Moriarty's novel about a woman who discovers a letter written by her husband to be opened in the event of his death, revealing dark secrets that threaten their family.",9.33,8,09/20/2024,,Crime-Thriller,https://i.postimg.cc/qvzTFmfP/0000004.jpg
Gone Girl,Gillian Flynn,"Gillian Flynn's thriller about the disappearance of a woman named Amy and the subsequent media frenzy and police investigation, which uncovers disturbing truths about her marriage.",9.55,5,09/20/2024,,Crime-Thriller,https://i.postimg.cc/Xv50jpYx/0000005.jpg
Ready Player One,Ernest Cline,Ernest Cline's sci-fi adventure set in a dystopian future where a teenager embarks on a quest within a virtual reality world to find an Easter egg left by its deceased creator.,8.82,15,09/20/2024,,Crime-Thriller,https://i.postimg.cc/HxC1VdJm/0000006.jpg
The Dry,Jane Harper,"Jane Harper's crime novel set in a small Australian town, where a federal agent returns for a funeral and becomes entangled in a local murder case connected to a long-buried secret.",8.64,20,09/20/2024,,Crime-Thriller,https://i.postimg.cc/sX9dWqSh/0000007.jpg
Sister,Rosamund Lupton,Rosamund Lupton's psychological thriller about a woman searching for her missing sister and unraveling a complex web of lies and secrets.,08.04,10,09/20/2024,,Crime-Thriller,https://i.postimg.cc/XqjMkLcD/0000008.jpg
To Kill a Mockingbird,Harper Lee,"Harper Lee's classic novel exploring racial injustice in the American South through the eyes of a young girl whose father, a lawyer, defends a black man accused of rape.",8.54,8,09/20/2024,,Crime-Thriller,https://i.postimg.cc/Y0b5nFd2/0000009.jpg
Room,Emma Donoghue,"Emma Donoghue's novel about a young boy who has lived his entire life in a single room with his mother, who must navigate life outside after they escape captivity.",08.05,5,09/20/2024,,Crime-Thriller,https://i.postimg.cc/dQ6cVMJM/0000010.jpg
Shantaram,Gregory David Roberts,"Gregory David Roberts’ epic novel based on his own life, following an escaped convict who finds a new life in the underworld of Bombay.",11.72,15,09/20/2024,,Crime-Thriller,https://i.postimg.cc/PrqsL6qC/0000011.jpg
Big Little Lies,Liane Moriarty,"Liane Moriarty's novel centered on a group of mothers whose seemingly perfect lives are shattered by a murder at a school trivia night, exploring themes of domestic violence and friendship.",9.55,20,09/20/2024,,Crime-Thriller,https://i.postimg.cc/gkB93vwN/0000012.jpg
The Hate U Give,Angie Thomas,Angie Thomas' powerful novel about a teenage girl who witnesses the police shooting of her best friend and becomes an activist against systemic racism and police brutality.,8.0,10,09/20/2024,,Crime-Thriller,https://i.postimg.cc/0y6TnbDx/0000013.jpg
The Girl on the Train,Paula Hawkins,Paula Hawkins' psychological thriller about a woman who becomes entangled in a missing person investigation after witnessing something suspicious during her daily train ride.,9.65,,09/20/2024,,Crime-Thriller,https://i.postimg.cc/Sxwwvkf9/0000014.jpg
Bad Blood,John Carreyrou,"John Carreyrou's non-fiction book investigating the rise and fall of Theranos, the health technology company led by Elizabeth Holmes, and the deception that led to its collapse.",8.4,,09/20/2024,,Crime-Thriller,https://i.postimg.cc/q7y9fS15/0000015.jpg
Six of Crows: Collector's Edition,Leigh Bardugo,"Leigh Bardugo's fantasy novel about a criminal gang pulling off an impossible heist, set in the Grishaverse with a richly developed world and diverse characters.",14.51,,09/20/2024,,Crime-Thriller,https://i.postimg.cc/MTwgz54K/0000016.jpg
Gone Girl,Gillian Flynn,"Gillian Flynn's psychological thriller about a journalist who returns to her hometown to cover a series of brutal murders, confronting her traumatic past in the process.",9.18,,09/20/2024,,Crime-Thriller,https://i.postimg.cc/PxM9JZsb/0000017.jpg
Sharp Objects,Gillian Flynn,"Gillian Flynn's psychological thriller about a journalist who returns to her hometown to cover a series of brutal murders, confronting her traumatic past in the process.",8.25,,09/20/2024,,Crime-Thriller,https://i.postimg.cc/RhV8HF4k/0000018.jpg
The Curious Incident of the Dog in the Night-time,Mark Haddon,Mark Haddon’s novel narrated by a 15-year-old boy with autism who investigates the death of a neighbor’s dog and uncovers family secrets.,8.7,,09/20/2024,,Crime-Thriller,https://i.postimg.cc/nrRWYJLC/0000019.jpg
Friend Request,Laura Marshall,"Laura Marshall's thriller about a woman who receives a friend request on Facebook from a deceased schoolmate, leading to a series of unsettling events that uncover dark secrets.",5.23,,09/20/2024,,Crime-Thriller,https://i.postimg.cc/3rnzHgZY/0000020.jpg
Behind Closed Doors,B. A. Paris,B.A. Paris's psychological thriller about a seemingly perfect couple whose relationship hides a horrifying reality of control and abuse.,8.39,,09/20/2024,,Crime-Thriller,https://i.postimg.cc/15dT8sTd/0000022.jpg
Bloody Valentine,James Patterson,"James Patterson's novel featuring a series of interconnected stories with dark twists and turns, often centered around crime and suspense.",3.66,,09/20/2024,,Crime-Thriller,https://i.postimg.cc/2SBtvgNS/0000023.jpg
Fifty Shades of Grey,E L James,E.L. James' erotic romance novel following the complex relationship between a young woman and a wealthy businessman with unconventional desires.,10.61,,09/20/2024,,Crime-Thriller,https://i.postimg.cc/ZqtMLjJF/0000024.jpg
House of Leaves,Mark Z. Danielewski,"Mark Z. Danielewski's experimental horror novel about a family who discovers that their home is bigger on the inside than the outside, leading to disturbing and supernatural events.",20.51,,09/20/2024,,Crime-Thriller,https://i.postimg.cc/tg3mvPT0/0000025.jpg
The Power,Naomi Alderman,"Naomi Alderman's speculative fiction exploring a world where women develop the power to emit electric shocks, drastically shifting the balance of gender power globally.",09.04,,09/20/2024,,Crime-Thriller,https://i.postimg.cc/nrPd9Gdm/0000026.jpg
The Alice Network,Kate Quinn,"Kate Quinn's historical novel about a female spy in World War I and a post-WWII woman searching for her missing cousin, intertwining their stories across the decades.",9.96,,09/20/2024,,Crime-Thriller,https://i.postimg.cc/VsGZhzYN/0000032.jpg
Nineteen Eighty-Four,George Orwell,"George Orwell’s dystopian novel about a totalitarian regime that employs surveillance, propaganda, and thought control to maintain power, depicting a bleak future.",9.3,,09/20/2024,,Crime-Thriller,https://i.postimg.cc/QxFYGvtJ/0000033.jpg
Burial Rites,Hannah Kent,"Hannah Kent's historical novel based on the true story of the last woman to be executed in Iceland, exploring her life and the events leading to her trial.",7.93,,09/20/2024,,Crime-Thriller,https://i.postimg.cc/9Fs8W1w5/0000034.jpg
I See You,Clare Mackintosh,"Clare Mackintosh's psychological thriller about a woman who discovers her photo on a ""missing person"" website and becomes involved in a dangerous and unsettling mystery.",8.79,,09/20/2024,,Crime-Thriller,https://i.postimg.cc/mrsm9DSm/0000035.jpg
A Darker Shade of Magic,V. E. Schwab,"V.E. Schwab's fantasy novel about a magician who can travel between parallel Londons, each with different levels of magical influence, and gets entangled in a dangerous plot.",8.39,,09/20/2024,,Crime-Thriller,https://i.postimg.cc/LX4vybwf/0000036.jpg
The Seven Deaths of Evelyn Hardcastle,Stuart Turton,"Stuart Turton's novel featuring a man who must relive the same day over and over again, trying to solve the murder of Evelyn Hardcastle while facing different suspects.",10.06,,09/20/2024,,Crime-Thriller,https://i.postimg.cc/rmhj792H/0000037.jpg
Murder on the Orient Express,Agatha Christie,"Agatha Christie’s classic detective novel featuring Hercule Poirot solving a murder aboard the famous train, where every passenger is a suspect.",5.91,,09/20/2024,,Crime-Thriller,https://i.postimg.cc/L5nDSZH8/0000038.jpg
The Shack,William P. Young,"William P. Young’s novel about a man who encounters God in a remote shack after suffering a personal tragedy, leading to profound spiritual and emotional revelations.",7.69,,09/20/2024,,Crime-Thriller,https://i.postimg.cc/tJw54CTt/0000039.jpg
Rivers of London,Ben Aaronovitch,Ben Aaronovitch's urban fantasy about a police constable in London who becomes involved in a secret branch of the Metropolitan Police dealing with magical and supernatural cases.,08.09,5,09/20/2024,,Crime-Thriller,https://i.postimg.cc/9Xn1p1pR/0000040.jpg
The Shining,Stephen King,"Stephen King’s horror novel about a family who moves into an isolated hotel with a dark and malevolent history, leading to terrifying events driven by the hotel's supernatural forces.",9.98,15,09/20/2024,,Crime-Thriller,https://i.postimg.cc/GhTKSY7M/0000041.jpg
His Bloody Project,Graeme Macrae Burnet,"Graeme Macrae Burnet’s novel presented as a dossier about a young man accused of murder, exploring the events leading up to the crime and the nature of guilt.",8.42,20,09/20/2024,,Crime-Thriller,https://i.postimg.cc/QdLmLtvj/0000042.jpg
The Picture of Dorian Gray,Oscar Wilde,"Oscar Wilde’s novel about a man who remains eternally youthful while a portrait of him ages and reflects the corruption of his soul, exploring themes of vanity and morality.",3.59,10,09/20/2024,,Crime-Thriller,https://i.postimg.cc/0ypf9vqD/0000043.jpg
